,0
3725,"['0000049728', '0930']"
3726,IEP
3727,"['0000813762', '1231']"
3728,IEX
3729,"['0000832101', '1231']"
3730,IFF
3731,"['0000051253', '1231']"
3732,IGC
3733,"['0001326205', '0331']"
3734,IGT
3735,"['01', '40']"
3736,IIIN
3737,"['0000764401', '0928']"
3738,IIN
3739,"['0000088790', '1231']"
3740,IIVI
3741,"['0000820318', '0630']"
3742,ILMN
3743,"['0001110803', '1229']"
3744,IMAX
3745,"['0000921582', '40']"
3746,IMGN
3747,"['0000855654', '1231']"
3748,IMMR
3749,"['0001058811', '1231']"
3750,IMMU
3751,"['0000722830', '1231']"
3752,IMO
3753,"['1231', '40']"
3754,IMOS
3755,"['1231', '40']"
3756,INAP
3757,"['0001056386', '1231']"
3758,INCY
3759,"['0000879169', '1231']"
3760,INDB
3761,"['0000776901', '1231']"
3762,INFI
3763,"['0001113148', '1231']"
3764,INFN
3765,"['0001138639', '1228']"
3766,INFU
3767,"['0001337013', '1231']"
3768,INFY
3769,"['12', '40']"
3770,INN
3771,"['0001497645', '1231']"
3772,INO
3773,"['0001055726', '1231']"
3774,INOD
3775,"['0000903651', '1231']"
3776,INSM
3777,"['0001104506', '1231']"
3778,INSP
3779,"['0001609550', '1231']"
3780,INT
3781,"['0000789460', '1231']"
3782,INTC
3783,"['0000050863', '1228']"
3784,INTL
3785,"['0000913760', '0930']"
3786,INTT
3787,"['0001036262', '1231']"
3788,INTU
3789,"['0000896878', '0731']"
3790,INUV
3791,"['0000829323', '1231']"
3792,INVE
3793,"['0001036044', '1231']"
3794,INWK
3795,"['0001350381', '1231']"
3796,INXN
3797,"['7', '40']"
3798,IO
3799,"['0000866609', '1231']"
3800,IOSP
3801,"['0001054905', '1231']"
3802,IP
3803,"['0000051434', '1231']"
3804,IPAR
3805,"['0000822663', '1231']"
3806,IPG
3807,"['0000051644', '1231']"
3808,IPGP
3809,"['0001111928', '1231']"
3810,IPHI
3811,"['0001160958', '1231']"
3812,IPHS
3813,"['0001364099', '1231']"
3814,IPI
3815,"['0001421461', '1231']"
3816,IR
3817,"['0001466258', '40']"
3818,IRBT
3819,"['0001159167', '1228']"
3820,IRDM
3821,"['0001418819', '1231']"
3822,IRET
3823,"['0000798359', '1231']"
3824,IRIX
3825,"['0001006045', '1228']"
3826,IRM
3827,"['0001020569', '1231']"
3828,IRS
3829,"['0000933267', '40']"
3830,IRWD
3831,"['0001446847', '1231']"
3832,ISBC
3833,"['0001326807', '0630']"
3834,ISNS
3835,"['0000943034', '1231']"
3836,ISR
3837,"['0000728387', '0630']"
3838,ISRG
3839,"['0001035267', '1231']"
3840,IT
3841,"['0000749251', '1231']"
3842,ITI
3843,"['0000350868', '0331']"
3844,ITRI
3845,"['0000780571', '1231']"
3846,ITRN
3847,"['1231', '40']"
3848,ITT
3849,"['0000216228', '1231']"
3850,ITUB
3851,"['01', '40']"
3852,ITW
3853,"['0000049826', '1231']"
3854,IVAC
3855,"['0001001902', '1231']"
3856,IVC
3857,"['0000742112', '1231']"
3858,IVR
3859,"['0001437071', '1231']"
3860,IVZ
3861,"['0000914208', '0']"
3862,JACK
3863,"['0000807882', '0929']"
3864,JAG
3865,"['0001685715', '1231']"
3866,JAKK
3867,"['0001009829', '1231']"
3868,JAX
3869,"['0001617227', '1230']"
3870,JAZZ
3871,"['0001232524', '40']"
3872,JBHT
3873,"['0000728535', '1231']"
3874,JBL
3875,"['0000898293', '0831']"
3876,JBLU
3877,"['0001158463', '1231']"
3878,JBT
3879,"['0001433660', '1231']"
3880,JCI
3881,"['0000833444', '40']"
3882,JCOM
3883,"['0001084048', '1231']"
3884,JCP
3885,"['0001166126', '0130']"
3886,JCS
3887,"['0000022701', '1231']"
3888,JE
3889,"['0331', '40']"
3890,JEC
3891,"['0000052988', '0927']"
3892,JJSF
3893,"['0000785956', '0928']"
3894,JKHY
3895,"['0000779152', '0630']"
3896,JKS
3897,"['1231', '40']"
3898,JLL
3899,"['0001037976', '1231']"
3900,JMP
3901,"['0001302350', '1231']"
3902,JNJ
3903,"['0000200406', '1229']"
3904,JNPR
3905,"['0001043604', '1231']"
3906,JOBS
3907,"['1231', '40']"
3908,JOE
3909,"['0000745308', '1231']"
3910,JOUT
3911,"['0000788329', '0927']"
3912,JPM
3913,"['0000019617', '1231']"
3914,JVA
3915,"['0001007019', '1031']"
3916,JWN
3917,"['0000072333', '0201']"
3918,K
3919,"['0000055067', '1228']"
3920,KAI
3921,"['0000886346', '1228']"
3922,KALU
3923,"['0000811596', '1231']"
3924,KAMN
3925,"['0000054381', '1231']"
3926,KAR
3927,"['0001395942', '1231']"
3928,KBH
3929,"['0000795266', '1130']"
3930,KBR
3931,"['0001357615', '1231']"
3932,KEG
3933,"['0000318996', '1231']"
3934,KELYA
3935,"['0000055135', '1229']"
3936,KEM
3937,"['0000887730', '0331']"
3938,KEQU
3939,"['0000055529', '0430']"
3940,KEX
3941,"['0000056047', '1231']"
3942,KEY
3943,"['0000091576', '1231']"
3944,KFRC
3945,"['0000930420', '1231']"
3946,KFY
3947,"['0000056679', '0430']"
3948,KGC
3949,"['0000701818', '40']"
3950,KIM
3951,"['0000879101', '1231']"
3952,KINS
3953,"['0000033992', '1231']"
3954,KIRK
3955,"['0001056285', '0201']"
3956,KKR
3957,"['0001404912', '1231']"
3958,KLAC
3959,"['0000319201', '0630']"
3960,KLIC
3961,"['0000056978', '40']"
3962,KMB
3963,"['0000055785', '1231']"
3964,KMI
3965,"['0001506307', '1231']"
3966,KMPR
3967,"['0000860748', '1231']"
3968,KMT
3969,"['0000055242', '0630']"
3970,KMX
3971,"['0001170010', '0229']"
3972,KNL
3973,"['0001011570', '1231']"
3974,KNX
3975,"['0001492691', '1231']"
3976,KO
3977,"['0000021344', '1231']"
3978,KOF
3979,"['19', '40']"
3980,KOOL
3981,"['0000811212', '1231']"
3982,KOP
3983,"['0001315257', '1231']"
3984,KOPN
3985,"['0000771266', '1228']"
3986,KOS
3987,"['0001509991', '1231']"
3988,KR
3989,"['0000056873', '0201']"
3990,KRA
3991,"['0001321646', '1231']"
3992,KRC
3993,"['0001025996', '1231']"
3994,KRG
3995,"['0001286043', '1231']"
3996,KRNY
3997,"['0001295664', '1']"
3998,KRO
3999,"['0001257640', '1231']"
4000,KSS
4001,"['0000885639', '0201']"
4002,KSU
4003,"['0000054480', '1231']"
4004,KTCC
4005,"['0000719733', '0629']"
4006,KTOS
4007,"['0001069258', '1229']"
4008,KVHI
4009,"['0001007587', '1231']"
4010,KW
4011,"['0001408100', '1231']"
4012,KWR
4013,"['0000081362', '1231']"
4014,L
4015,"['0000060086', '1231']"
4016,LAD
4017,"['0001023128', '1231']"
4018,LAKE
4019,"['0000798081', '0131']"
4020,LAMR
4021,"['0001090425', '1231']"
4022,LANC
4023,"['0000057515', '0630']"
4024,LAWS
4025,"['0000703604', '1231']"
4026,LAZ
4027,"['0001311370', '40']"
4028,LBAI
4029,"['0000846901', '1231']"
4030,LBTYA
4031,"['0001570585', '40']"
4032,LBY
4033,"['0000902274', '1231']"
4034,LCI
4035,"['0000057725', '0630']"
4036,LCNB
4037,"['0001074902', '1231']"
4038,LDL
4039,"['0000060977', '1231']"
4040,LEA
4041,"['0000842162', '1231']"
4042,LECO
4043,"['0000059527', '1231']"
4044,LEDS
4045,"['0001333822', '40']"
4046,LEE
4047,"['0000058361', '0929']"
4048,LEG
4049,"['0000058492', '1231']"
4050,LEN
4051,"['0000920760', '1130']"
4052,LFUS
4053,"['0000889331', '1229']"
4054,LGND
4055,"['0000886163', '1231']"
4056,LH
4057,"['0000920148', '1231']"
4058,LHCG
4059,"['0001303313', '1231']"
4060,LIFE
4061,"['0001073431', '1231']"
4062,LII
4063,"['0001069202', '1231']"
4064,LINC
4065,"['0001286613', '1231']"
4066,LKFN
4067,"['0000721994', '1231']"
4068,LL
4069,"['0001396033', '1231']"
4070,LLNW
4071,"['0001391127', '1231']"
4072,LLY
4073,"['0000059478', '1231']"
4074,LM
4075,"['0000704051', '0331']"
4076,LMAT
4077,"['0001158895', '1231']"
4078,LMNR
4079,"['0001342423', '1031']"
4080,LMNX
4081,"['0001033905', '1231']"
4082,LMT
4083,"['0000936468', '1231']"
4084,LNC
4085,"['0000059558', '1231']"
4086,LNDC
4087,"['0001005286', '0526']"
4088,LNG
4089,"['0000003570', '1231']"
4090,LNN
4091,"['0000836157', '0831']"
4092,LNT
4093,"['0000352541', '1231']"
4094,LOAN
4095,"['0001080340', '1231']"
4096,LODE
4097,"['0001120970', '1231']"
4098,LOGI
4099,"['0001032975', '0331']"
4100,LOGM
4101,"['0001420302', '1231']"
4102,LOPE
4103,"['0001434588', '1231']"
4104,LOV
4105,"['16', '40']"
4106,LOW
4107,"['0000060667', '0131']"
4108,LPI
4109,"['0001528129', '1231']"
4110,LPL
4111,"['10', '40']"
4112,LPLA
4113,"['0001397911', '1231']"
4114,LPSN
4115,"['0001102993', '1231']"
4116,LPTH
4117,"['0000889971', '0630']"
4118,LPX
4119,"['0000060519', '1231']"
4120,LQDT
4121,"['0001235468', '0930']"
4122,LRCX
4123,"['0000707549', '0628']"
4124,LRN
4125,"['0001157408', '0630']"
4126,LSCC
4127,"['0000855658', '0102']"
4128,LSI
4129,"['0000944314', '1231']"
4130,LSTR
4131,"['0000853816', '1228']"
4132,LTC
4133,"['0000887905', '1231']"
4134,LTM
4135,"['0001076195', '1231']"
4136,LTRX
4137,"['0001114925', '0630']"
4138,LTS
4139,"['0001029730', '1231']"
4140,LUB
4141,"['0000016099', '0828']"
4142,LULU
4143,"['0001397187', '40']"
4144,LUNA
4145,"['0001239819', '1231']"
4146,LUV
4147,"['0000092380', '1231']"
4148,LVS
4149,"['0001300514', '1231']"
4150,LWAY
4151,"['0000814586', '1231']"
4152,LXP
4153,"['0000910108', '1231']"
4154,LXRX
4155,"['0001062822', '1231']"
4156,LXU
4157,"['0000060714', '1231']"
4158,LYB
4159,"['0001489393', '7']"
4160,LYTS
4161,"['0000763532', '0630']"
4162,LYV
4163,"['0001335258', '1231']"
4164,LZB
4165,"['0000057131', '0427']"
4166,M
4167,"['0000794367', '0201']"
4168,MA
4169,"['0001141391', '1231']"
4170,MAA
4171,"['0000912595', '1231']"
4172,MAC
4173,"['0000912242', '1231']"
4174,MACK
4175,"['0001274792', '1231']"
4176,MAG
4177,"['1', '40']"
4178,MAIN
4179,"['0001396440', '1231']"
4180,MAN
4181,"['0000871763', '1231']"
4182,MANH
4183,"['0001056696', '1231']"
4184,MANT
4185,"['0000892537', '1231']"
4186,MAR
4187,"['0001048286', '1231']"
4188,MARK
4189,"['0001368365', '1231']"
4190,MAS
4191,"['0000062996', '1231']"
4192,MASI
4193,"['0000937556', '1228']"
4194,MAT
4195,"['0000063276', '1231']"
4196,MATW
4197,"['0000063296', '0930']"
4198,MBT
4199,"['11', '40']"
4200,MBWM
4201,"['0001042729', '1231']"
4202,MCBC
4203,"['0001053584', '1231']"
4204,MCC
4205,"['0001490349', '06']"
4206,MCD
4207,"['0000063908', '1231']"
4208,MCEP
4209,"['0001527709', '1231']"
4210,MCF
4211,"['0001071993', '1231']"
4212,MCHP
4213,"['0000827054', '0331']"
4214,MCHX
4215,"['0001224133', '1231']"
4216,MCK
4217,"['0000927653', '0331']"
4218,MCO
4219,"['0001059556', '1231']"
4220,MCRI
4221,"['0000907242', '1231']"
4222,MCS
4223,"['0000062234', '1226']"
4224,MCY
4225,"['0000064996', '1231']"
4226,MD
4227,"['0000893949', '1231']"
4228,MDC
4229,"['0000773141', '1231']"
4230,MDCA
4231,"['0000876883', '6']"
4232,MDCO
4233,"['0001113481', '1231']"
4234,MDP
4235,"['0000065011', '0630']"
4236,MDR
4237,"['0000708819', '1']"
4238,MDRX
4239,"['0001124804', '1231']"
4240,MDT
4241,"['0001613103', '40']"
4242,MDU
4243,"['0000067716', '1231']"
4244,MED
4245,"['0000910329', '1231']"
4246,MEI
4247,"['0000065270', '0502']"
4248,MELI
4249,"['0001099590', '40']"
4250,MEOH
4251,"['0000886977', '40']"
4252,MERC
4253,"['0000075659', '1231']"
4254,MET
4255,"['0001099219', '1231']"
4256,MFA
4257,"['0001055160', '1231']"
4258,MFC
4259,"['0001086888', '40']"
4260,MFSF
4261,"['0001094810', '1231']"
4262,MG
4263,"['0001436126', '1231']"
4264,MGA
4265,"['0000749098', '40']"
4266,MGI
4267,"['0001273931', '1231']"
4268,MGIC
4269,"['1231', '40']"
4270,MGLN
4271,"['0000019411', '1231']"
4272,MGM
4273,"['0000789570', '1231']"
4274,MGPI
4275,"['0000835011', '1231']"
4276,MGRC
4277,"['0000752714', '1231']"
4278,MHK
4279,"['0000851968', '1231']"
4280,MHLD
4281,"['0001412100', '40']"
4282,MHO
4283,"['0000799292', '1231']"
4284,MIC
4285,"['0001289790', '1231']"
4286,MIDD
4287,"['0000769520', '1228']"
4288,MIND
4289,"['0000926423', '0131']"
4290,MINI
4291,"['0000911109', '1231']"
4292,MITK
4293,"['0000807863', '0930']"
4294,MITT
4295,"['0001514281', '1231']"
4296,MKC
4297,"['0000063754', '1130']"
4298,MKL
4299,"['0001096343', '1231']"
4300,MKSI
4301,"['0001049502', '1231']"
4302,MKTX
4303,"['0001278021', '1231']"
4304,MLAB
4305,"['0000724004', '0331']"
4306,MLHR
4307,"['0000066382', '0530']"
4308,MLI
4309,"['0000089439', '1228']"
4310,MLM
4311,"['0000916076', '1231']"
4312,MLNX
4313,"['0001356104', '3']"
4314,MLVF
4315,"['0001550603', '0930']"
4316,MMC
4317,"['0000062709', '1231']"
4318,MMI
4319,"['0001578732', '1231']"
4320,MMLP
4321,"['0001176334', '1231']"
4322,MMM
4323,"['0000066740', '1231']"
4324,MMP
4325,"['0001126975', '1231']"
4326,MMS
4327,"['0001032220', '0930']"
4328,MMSI
4329,"['0000856982', '1231']"
4330,MMYT
4331,"['0331', '40']"
4332,MN
4333,"['0001524223', '1231']"
4334,MNI
4335,"['0001056087', '1229']"
4336,MNKD
4337,"['0000899460', '1231']"
4338,MNR
4339,"['0000067625', '0930']"
4340,MNRO
4341,"['0000876427', '0328']"
4342,MNST
4343,"['0000865752', '1231']"
4344,MNTA
4345,"['0001235010', '1231']"
4346,MNTX
4347,"['0001302028', '1231']"
4348,MO
4349,"['0000764180', '1231']"
4350,MOD
4351,"['0000067347', '0331']"
4352,MOFG
4353,"['0001412665', '1231']"
4354,MOH
4355,"['0001179929', '1231']"
4356,MORN
4357,"['0001289419', '1231']"
4358,MOS
4359,"['0001285785', '1231']"
4360,MOSY
4361,"['0000890394', '1231']"
4362,MOV
4363,"['0000072573', '0131']"
4364,MPAA
4365,"['0000918251', '0331']"
4366,MPC
4367,"['0001510295', '1231']"
4368,MPW
4369,"['0001287865', '1231']"
4370,MPWR
4371,"['0001280452', '1231']"
4372,MPX
4373,"['0001129155', '1231']"
4374,MR
4375,"['0001600470', '1231']"
4376,MRC
4377,"['0001439095', '1231']"
4378,MRCY
4379,"['0001049521', '0703']"
4380,MRK
4381,"['0000310158', '1231']"
4382,MRLN
4383,"['0001260968', '1231']"
4384,MRO
4385,"['0000101778', '1231']"
4386,MRTN
4387,"['0000799167', '1231']"
4388,MRVL
4389,"['0001058057', '40']"
4390,MS
4391,"['0000895421', '1231']"
4392,MSA
4393,"['0000066570', '1231']"
4394,MSCI
4395,"['0001408198', '1231']"
4396,MSEX
4397,"['0000066004', '1231']"
4398,MSFT
4399,"['0000789019', '0630']"
4400,MSG
4401,"['0001636519', '0630']"
4402,MSI
4403,"['0000068505', '1231']"
4404,MSM
4405,"['0001003078', '0829']"
4406,MSON
4407,"['0000880432', '0630']"
4408,MSTR
4409,"['0001050446', '1231']"
4410,MT
4411,"['0001243429', '40']"
4412,MTB
4413,"['0000036270', '1231']"
4414,MTD
4415,"['0001037646', '1231']"
4416,MTDR
4417,"['0001520006', '1231']"
4418,MTG
4419,"['0000876437', '1231']"
4420,MTH
4421,"['0000833079', '1231']"
4422,MTN
4423,"['0000812011', '0731']"
4424,MTOR
4425,"['0001113256', '0930']"
4426,MTRN
4427,"['0001104657', '1231']"
4428,MTRX
4429,"['0000866273', '0630']"
4430,MTSC
4431,"['0000068709', '0928']"
4432,MTSI
4433,"['0001493594', '0930']"
4434,MTW
4435,"['0000061986', '1231']"
4436,MTX
4437,"['0000891014', '1231']"
4438,MTZ
4439,"['0000015615', '1231']"
4440,MUR
4441,"['0000717423', '1231']"
4442,MUSA
4443,"['0001573516', '1231']"
4444,MUX
4445,"['0000314203', '40']"
4446,MVC
4447,"['0001099941', '09']"
4448,MVIS
4449,"['0000065770', '1231']"
4450,MWA
4451,"['0001350593', '0930']"
4452,MX
4453,"['0001325702', '40']"
4454,MXIM
4455,"['0000743316', '0627']"
4456,MXL
4457,"['0001288469', '1231']"
4458,MYE
4459,"['0000069488', '1231']"
4460,MYGN
4461,"['0000899923', '0630']"
4462,MYL
4463,"['0001623613', '40']"
4464,MYRG
4465,"['0000700923', '1231']"
4466,NAT
4467,"['29', '40']"
4468,NATI
4469,"['0000935494', '1231']"
4470,NATR
4471,"['0000275053', '1231']"
4472,NAUH
4473,"['0001399855', '0531']"
4474,NAV
4475,"['0000808450', '1031']"
4476,NAVB
4477,"['0000810509', '1231']"
4478,NBIX
4479,"['0000914475', '1231']"
4480,NBL
4481,"['0000072207', '1231']"
4482,NBN
4483,"['0000811831', '0630']"
4484,NBR
4485,"['0001163739', '40']"
4486,NBTB
4487,"['0000790359', '1231']"
4488,NBY
4489,"['0001389545', '1231']"
4490,NCMI
4491,"['0001377630', '1226']"
4492,NCR
4493,"['0000070866', '1231']"
4494,NDAQ
4495,"['0001120193', '1231']"
4496,NDSN
4497,"['0000072331', '1031']"
4498,NE
4499,"['0001458891', '40']"
4500,NEE
4501,"['0000753308', '1231']"
4502,NEM
4503,"['0001164727', '1231']"
4504,NEOG
4505,"['0000711377', '0531']"
4506,NEON
4507,"['0000087050', '40']"
4508,NEP
4509,"['0001603145', '1231']"
4510,NEPT
4511,"['0001401395', '40']"
4512,NEU
4513,"['0001282637', '1231']"
4514,NEWT
4515,"['0001587987', '1231']"
4516,NFBK
4517,"['0001493225', '1231']"
4518,NFG
4519,"['0000070145', '0930']"
4520,NFLX
4521,"['0001065280', '1231']"
4522,NG
4523,"['0001173420', '40']"
4524,NGD
4525,"['26', '40']"
4526,NGL
4527,"['0001504461', '0331']"
4528,NGS
4529,"['0001084991', '1231']"
4530,NHI
4531,"['0000877860', '1231']"
4532,NI
4533,"['0001111711', '1231']"
4534,NICE
4535,"['08', '40']"
4536,NIHD
4537,"['0001037016', '1231']"
4538,NINE
4539,"['0001532286', '1231']"
4540,NIO
4541,"['1231', '40']"
4542,NJR
4543,"['0000356309', '0930']"
4544,NKE
4545,"['0000320187', '0531']"
4546,NKSH
4547,"['0000796534', '1231']"
4548,NKTR
4549,"['0000906709', '1231']"
4550,NLNK
4551,"['0001126234', '1231']"
4552,NLS
4553,"['0001078207', '1231']"
4554,NLSN
4555,"['0001492633', '7']"
4556,NLST
4557,"['0001282631', '1228']"
4558,NLY
4559,"['0001043219', '1231']"
4560,NM
4561,"['0001333172', '40']"
4562,NMFC
4563,"['0001496099', '18']"
4564,NMM
4565,"['1231', '40']"
4566,NNA
4567,"['0001437260', '40']"
4568,NNBR
4569,"['0000918541', '1231']"
4570,NNN
4571,"['0000751364', '1231']"
4572,NOAH
4573,"['4', '40']"
4574,NOC
4575,"['0001133421', '1231']"
4576,NOG
4577,"['40', 'NULL']"
4578,NOK
4579,"['1231', '40']"
4580,NOV
4581,"['0001021860', '1231']"
4582,NP
4583,"['0001296435', '1231']"
4584,NPO
4585,"['0001164863', '1231']"
4586,NPTN
4587,"['0001227025', '1231']"
4588,NR
4589,"['0000071829', '1231']"
4590,NRC
4591,"['0000070487', '1231']"
4592,NRG
4593,"['0001013871', '1231']"
4594,NRIM
4595,"['0001163370', '1231']"
4596,NRP
4597,"['0001171486', '1231']"
4598,NS
4599,"['0001110805', '1231']"
4600,NSC
4601,"['0000702165', '1231']"
4602,NSIT
4603,"['0000932696', '1231']"
4604,NSP
4605,"['0001000753', '1231']"
4606,NSSC
4607,"['0000069633', '0630']"
4608,NTAP
4609,"['0001002047', '0424']"
4610,NTCT
4611,"['0001078075', '0331']"
4612,NTES
4613,"['22', '40']"
4614,NTGR
4615,"['0001122904', '1231']"
4616,NTIC
4617,"['0000875582', '0831']"
4618,NTN
4619,"['0000748592', '1231']"
4620,NTRS
4621,"['0000073124', '1231']"
4622,NTWK
4623,"['0001039280', '0630']"
4624,NUAN
4625,"['0001002517', '0930']"
4626,NUE
4627,"['0000073309', '1231']"
4628,NURO
4629,"['0001289850', '1231']"
4630,NUS
4631,"['0001021561', '1231']"
4632,NUVA
4633,"['0001142596', '1231']"
4634,NVAX
4635,"['0001000694', '1231']"
4636,NVDA
4637,"['0001045810', '0126']"
4638,NVEC
4639,"['0000724910', '0331']"
4640,NVMI
4641,"['0001109345', '40']"
4642,NVO
4643,"['0000353278', '40']"
4644,NVR
4645,"['0000906163', '1231']"
4646,NVS
4647,"['0001114448', '40']"
4648,NWBI
4649,"['0001471265', '1231']"
4650,NWE
4651,"['0000073088', '1231']"
4652,NWL
4653,"['0000814453', '40']"
4654,NWN
4655,"['0001733998', '1231']"
4656,NWPX
4657,"['0001001385', '1231']"
4658,NWS
4659,"['0001564708', '0630']"
4660,NWSA
4661,"['0001564708', '0630']"
4662,NX
4663,"['0001423221', '1031']"
4664,NXPI
4665,"['0001413447', '2010']"
4666,NXST
4667,"['0001142417', '1231']"
4668,NYMT
4669,"['0001273685', '1231']"
4670,NYT
4671,"['0000071691', '1229']"
4672,O
4673,"['0000726728', '1231']"
4674,OAS
4675,"['0001486159', '1231']"
4676,OC
4677,"['0001370946', '1231']"
4678,OCFC
4679,"['0001004702', '1231']"
4680,OCN
4681,"['0000873860', '1231']"
4682,ODFL
4683,"['0000878927', '1231']"
4684,ODP
4685,"['0000800240', '1228']"
4686,OESX
4687,"['0001409375', '0331']"
4688,OFC
4689,"['0000860546', '1231']"
4690,OFG
4691,"['0001030469', '1231']"
4692,OFIX
4693,"['0000884624', '1231']"
4694,OGE
4695,"['0001021635', '1231']"
4696,OHI
4697,"['0000888491', '1231']"
4698,OI
4699,"['0000812074', '1231']"
4700,OII
4701,"['0000073756', '1231']"
4702,OIIM
4703,"['1231', '40']"
4704,OIS
4705,"['0001121484', '1231']"
4706,OKE
4707,"['0001039684', '1231']"
4708,OLBK
4709,"['0001253317', '1231']"
4710,OLN
4711,"['0000074303', '1231']"
4712,OLP
4713,"['0000712770', '1231']"
4714,OMAB
4715,"['1231', '40']"
4716,OMC
4717,"['0000029989', '1231']"
4718,OMCL
4719,"['0000926326', '1231']"
4720,OMER
4721,"['0001285819', '1231']"
4722,OMEX
4723,"['0000798528', '1231']"
4724,OMI
4725,"['0000075252', '1231']"
4726,OMN
4727,"['0001090061', '1130']"
4728,ONB
4729,"['0000707179', '1231']"
4730,ONCY
4731,"['1231', '40']"
4732,OPK
4733,"['0000944809', '1231']"
4734,OPNT
4735,"['0001108924', '0331']"
4736,OPTT
4737,"['0001378140', '0430']"
4738,ORA
4739,"['0001296445', '1231']"
4740,ORBC
4741,"['0001361983', '1231']"
4742,ORCL
4743,"['0001341439', '0531']"
4744,ORI
4745,"['0000074260', '1231']"
4746,ORIT
4747,"['0001374756', '0630']"
4748,ORLY
4749,"['0000898173', '1231']"
4750,ORN
4751,"['0001402829', '1231']"
4752,ORRF
4753,"['0000826154', '1231']"
4754,OSBC
4755,"['0000357173', '1231']"
4756,OSIS
4757,"['0001039065', '0630']"
4758,OSK
4759,"['0000775158', '0930']"
4760,OSTK
4761,"['0001130713', '1231']"
4762,OSUR
4763,"['0001116463', '1231']"
4764,OTEX
4765,"['0001002638', '40']"
4766,OTTR
4767,"['0001466593', '1231']"
4768,OXM
4769,"['0000075288', '0201']"
4770,OXY
4771,"['0000797468', '1231']"
4772,PAA
4773,"['0001070423', '1231']"
4774,PAAS
4775,"['1231', '40']"
4776,PAC
4777,"['1231', '40']"
4778,PACB
4779,"['0001299130', '1231', 'NULL', 'NULL']"
4780,PACD
4781,"['0001299130', '1231', 'NULL', 'NULL']"
4782,PACW
4783,"['0001102112', '1231']"
4784,PAG
4785,"['0001019849', '1231']"
4786,PAM
4787,"['1231', '40']"
4788,PANL
4789,"['0001005284', '1231']"
4790,PAR
4791,"['0000708821', '1231']"
4792,PATK
4793,"['0000076605', '1231']"
4794,PAYX
4795,"['0000723531', '0531']"
4796,PB
4797,"['0001068851', '1231']"
4798,PBA
4799,"['1231', '40']"
4800,PBCT
4801,"['0001378946', '1231']"
4802,PBH
4803,"['0001295947', '0331']"
4804,PBI
4805,"['0000078814', '1231']"
4806,PBR
4807,"['02', '40']"
4808,PCAR
4809,"['0000075362', '1231']"
4810,PCG
4811,"['0001004980', '1231']"
4812,PCH
4813,"['0001338749', '1231']"
4814,PCOM
4815,"['0001204413', '40']"
4816,PCRX
4817,"['0001396814', '1231']"
4818,PCTI
4819,"['0001057083', '40']"
4820,PCYG
4821,"['0000050471', '0630']"
4822,PCYO
4823,"['0000276720', '0831']"
4824,PDCO
4825,"['0000891024', '0425']"
4826,PDFS
4827,"['0001120914', '1231']"
4828,PDLI
4829,"['0000882104', '1231']"
4830,PDM
4831,"['0001042776', '1231']"
4832,PDS
4833,"['0001013605', '40']"
4834,PEB
4835,"['0001474098', '1231']"
4836,PEBO
4837,"['0000318300', '1231']"
4838,PEG
4839,"['0000788784', '1231']"
4840,PEGA
4841,"['0001013857', '1231']"
4842,PEI
4843,"['0000077281', '1231']"
4844,PEIX
4845,"['0000778164', '1231']"
4846,PENN
4847,"['0000921738', '1231']"
4848,PEP
4849,"['0000077476', '1228']"
4850,PERI
4851,"['0001338940', '40']"
4852,PESI
4853,"['0000891532', '1231']"
4854,PETS
4855,"['0001040130', '0331']"
4856,PFBC
4857,"['1231', '1231']"
4858,PFE
4859,"['0000078003', '1231']"
4860,PFG
4861,"['0001126328', '1231']"
4862,PFLT
4863,"['0001504619', '16']"
4864,PFPT
4865,"['0001212458', '1231']"
4866,PFS
4867,"['0001178970', '1231']"
4868,PFSW
4869,"['0001095315', '1231']"
4870,PG
4871,"['0000080424', '0630']"
4872,PGC
4873,"['0001050743', '1231']"
4874,PGNX
4875,"['0000835887', '1231']"
4876,PGR
4877,"['0000080661', '1231']"
4878,PGTI
4879,"['0001354327', '1228']"
4880,PH
4881,"['0000076334', '0630']"
4882,PHG
4883,"['0000313216', '40']"
4884,PHM
4885,"['0000822416', '40']"
4886,PHX
4887,"['0000315131', '0930']"
4888,PII
4889,"['0000931015', '1231']"
4890,PIR
4891,"['0000278130', '0229']"
4892,PJC
4893,"['0001230245', '1231']"
4894,PKBK
4895,"['0001315399', '1231']"
4896,PKE
4897,"['0000076267', '0301']"
4898,PKG
4899,"['0000075677', '1231']"
4900,PKI
4901,"['0000031791', '1229']"
4902,PKOH
4903,"['0000076282', '1231']"
4904,PLAB
4905,"['0000810136', '1031']"
4906,PLCE
4907,"['0001041859', '0131']"
4908,PLD
4909,"['0001045609', '1231']"
4910,PLG
4911,"['29', '40']"
4912,PLL
4913,"['40', 'NULL']"
4914,PLOW
4915,"['0001287213', '1231']"
4916,PLT
4917,"['0000914025', '0331']"
4918,PLUG
4919,"['0001093691', '1231']"
4920,PLUS
4921,"['0001022408', '0331']"
4922,PLX
4923,"['0001006281', '40']"
4924,PLXS
4925,"['0000785786', '0929']"
4926,PM
4927,"['0001413329', '1231']"
4928,PMBC
4929,"['0001109546', '1231']"
4930,PMT
4931,"['0001464423', '1231']"
4932,PNC
4933,"['0000713676', '1231']"
4934,PNFP
4935,"['0001115055', '1231']"
4936,PNM
4937,"['0001108426', '1231']"
4938,PNNT
